date,temperature_2m_min,temperature_2m_max,temperature_2m_mean,windspeed_10m_max,windgusts_10m_max,precipitation_sum,shortwave_radiation_sum,cloudcover_mean,humidity_2m_mean,weathercode,WeatherSimple
2024-04-24,21.9,36.8,29.7,19.0,40.0,0.0,27.27,,,3,0
2024-04-25,22.6,37.5,30.3,25.3,43.9,0.0,25.36,,,3,0
2024-04-26,22.6,37.2,30.1,22.4,39.6,0.0,26.69,,,3,0
2024-04-27,21.4,37.7,29.9,18.9,38.2,0.0,27.39,,,1,0
2024-04-28,22.3,38.6,30.4,18.4,37.4,0.0,27.17,,,3,0
2024-04-29,23.9,37.9,30.4,16.9,36.4,0.0,26.74,,,3,0
2024-04-30,23.7,38.5,30.8,15.9,34.6,0.0,26.66,,,3,0
2024-05-01,23.2,39.4,31.5,14.3,29.2,0.0,25.42,,,3,0
2024-05-02,24.6,37.8,31.0,18.1,35.3,0.6,23.86,,,53,1
2024-05-03,24.6,37.5,29.6,19.4,38.2,0.2,20.86,,,51,1
2024-05-04,23.1,37.8,29.3,18.2,42.5,0.1,21.82,,,51,1
2024-05-05,23.2,37.6,30.0,17.4,33.5,0.0,22.64,,,3,0
2024-05-06,23.2,39.3,30.3,15.9,32.8,0.0,22.95,,,3,0
2024-05-07,23.6,35.9,29.1,13.6,30.6,0.1,22.77,,,51,1
2024-05-08,21.5,33.9,27.6,18.2,37.8,6.2,21.38,,,63,2
2024-05-09,22.5,32.7,27.2,16.3,31.0,4.5,21.18,,,61,2
2024-05-10,22.4,32.9,26.6,17.0,34.6,6.0,22.2,,,63,2
2024-05-11,21.6,34.0,27.4,16.7,33.1,0.0,24.03,,,3,0
2024-05-12,21.9,31.8,26.2,18.1,36.4,5.8,21.73,,,63,2
2024-05-13,20.8,32.6,26.0,15.5,29.9,4.9,24.43,,,63,2
2024-05-14,21.5,29.2,24.9,10.0,25.9,16.2,15.53,,,65,2
2024-05-15,21.1,32.2,26.1,18.7,32.8,1.0,24.75,,,53,1
2024-05-16,21.2,27.1,24.4,12.8,22.0,2.8,11.83,,,61,2
2024-05-17,20.9,29.3,24.1,14.3,33.1,15.0,16.33,,,65,2
2024-05-18,21.1,29.2,24.0,17.8,33.5,19.5,15.94,,,65,2
2024-05-19,21.4,29.2,24.3,6.5,21.6,9.1,16.52,,,63,2
2024-05-20,21.1,27.5,23.8,17.9,35.6,25.2,13.86,,,65,2
2024-05-21,21.3,29.7,24.2,17.7,36.0,10.5,17.42,,,63,2
2024-05-22,21.2,29.8,24.8,19.3,40.7,12.9,18.55,,,63,2
2024-05-23,20.4,31.5,25.7,15.7,29.2,0.7,22.06,,,53,1
2024-05-24,21.7,29.8,24.7,16.0,34.9,3.5,13.34,,,55,1
2024-05-25,22.0,29.6,25.1,21.9,41.0,0.5,15.59,,,51,1
2024-05-26,21.6,29.1,24.7,27.2,49.7,2.4,19.74,,,61,2
2024-05-27,20.6,30.5,25.4,23.8,44.3,0.0,23.94,,,3,0
2024-05-28,21.3,32.2,25.7,21.7,41.4,0.0,25.09,,,3,0
2024-05-29,20.4,32.1,26.2,22.3,39.2,0.2,24.48,,,51,1
2024-05-30,21.4,32.1,26.0,17.1,37.1,2.4,23.46,,,61,2
2024-05-31,21.6,32.1,26.5,17.7,34.6,1.2,20.35,,,53,1
2024-06-01,22.3,32.2,25.5,16.0,33.1,28.0,20.48,,,65,2
2024-06-02,22.4,30.9,25.4,11.8,32.0,10.3,22.32,,,63,2
2024-06-03,22.0,28.4,24.7,13.0,27.4,0.6,17.19,,,51,1
2024-06-04,21.3,29.4,24.5,13.4,27.4,7.1,18.5,,,61,2
2024-06-05,20.9,27.6,23.8,11.0,27.4,20.8,15.44,,,65,2
2024-06-06,21.4,28.1,23.6,20.7,36.7,8.4,12.36,,,61,2
2024-06-07,21.3,27.1,23.3,21.9,42.5,7.2,17.32,,,63,2
2024-06-08,20.6,28.8,23.7,22.7,46.8,1.9,21.21,,,53,1
2024-06-09,20.5,27.1,23.5,28.3,54.0,3.3,17.86,,,61,2
2024-06-10,20.6,27.5,23.7,28.4,53.6,2.2,19.93,,,53,1
2024-06-11,21.1,28.8,23.6,26.8,51.1,0.6,17.22,,,51,1
2024-06-12,20.6,27.7,22.9,24.2,46.1,6.9,15.29,,,63,2
2024-06-13,20.0,28.6,23.1,23.5,45.4,3.1,19.09,,,61,2
2024-06-14,20.2,28.6,23.8,21.1,40.3,0.0,18.93,,,3,0
2024-06-15,19.4,29.8,24.1,17.7,34.2,0.0,24.09,,,3,0
2024-06-16,19.6,29.2,23.9,20.6,39.6,1.0,21.91,,,51,1
2024-06-17,20.3,29.8,24.1,17.2,33.8,0.6,21.49,,,53,1
2024-06-18,20.3,29.2,23.7,22.2,43.6,4.4,20.08,,,61,2
2024-06-19,20.1,29.1,23.4,19.4,39.6,5.4,16.31,,,63,2
2024-06-20,20.4,28.2,23.4,22.4,44.6,0.6,15.96,,,51,1
2024-06-21,19.7,28.8,23.1,23.0,45.4,3.3,17.94,,,63,2
2024-06-22,20.1,27.9,23.6,20.7,38.5,1.9,18.03,,,53,1
2024-06-23,20.2,28.3,23.8,22.9,44.3,1.6,19.37,,,51,1
2024-06-24,20.4,29.7,23.7,24.8,48.6,4.1,19.21,,,55,1
2024-06-25,20.7,27.3,23.5,30.0,53.3,1.6,13.87,,,51,1
2024-06-26,20.7,27.9,23.3,31.7,57.6,2.2,16.76,,,53,1
2024-06-27,21.0,25.6,22.5,32.9,58.0,6.1,7.67,,,55,1
2024-06-28,20.0,29.1,23.8,25.8,47.5,0.8,19.0,,,51,1
2024-06-29,19.8,29.7,23.8,21.4,38.9,1.0,17.79,,,51,1
2024-06-30,20.2,28.3,23.4,19.8,38.9,1.4,14.21,,,53,1
2024-07-01,20.4,27.6,22.9,22.3,47.9,9.0,15.11,,,63,2
2024-07-02,20.1,29.4,24.0,26.7,48.6,0.1,14.79,,,51,1
2024-07-03,19.9,29.3,23.2,22.2,44.3,10.4,18.41,,,63,2
2024-07-04,20.0,26.8,22.4,19.7,42.5,3.8,9.6,,,61,2
2024-07-05,20.1,29.7,23.2,20.7,41.8,6.9,17.01,,,61,2
2024-07-06,19.9,26.5,22.6,27.3,50.4,5.9,11.42,,,63,2
2024-07-07,20.0,28.6,23.3,26.9,48.6,1.0,16.47,,,53,1
2024-07-08,20.4,27.8,23.1,22.2,41.0,5.6,15.74,,,61,2
2024-07-09,19.7,28.7,23.3,23.8,49.7,2.9,18.61,,,61,2
2024-07-10,19.4,29.3,23.3,20.6,38.9,1.5,21.32,,,51,1
2024-07-11,20.2,26.9,23.1,19.1,36.7,3.7,13.17,,,55,1
2024-07-12,19.7,29.1,22.8,23.0,44.6,17.4,19.61,,,63,2
2024-07-13,20.4,25.8,22.6,27.2,48.2,1.2,9.72,,,51,1
2024-07-14,20.5,26.5,22.4,27.8,50.0,1.5,8.81,,,51,1
2024-07-15,20.2,26.3,21.7,27.2,59.8,16.8,10.44,,,63,2
2024-07-16,20.3,24.3,21.8,29.7,58.3,16.2,11.65,,,61,2
2024-07-17,19.9,25.7,22.0,30.4,56.2,5.2,9.33,,,55,1
2024-07-18,20.4,25.9,22.1,33.3,64.4,9.3,9.89,,,61,2
2024-07-19,20.1,22.3,21.1,27.5,49.0,14.5,8.01,,,61,2
2024-07-20,19.7,25.1,22.0,32.1,56.9,2.8,9.2,,,53,1
2024-07-21,20.4,27.2,22.8,33.0,59.8,1.1,14.84,,,51,1
2024-07-22,20.5,27.6,23.0,32.8,57.6,1.4,17.4,,,51,1
2024-07-23,20.8,27.2,23.2,29.9,54.0,2.2,16.25,,,53,1
2024-07-24,20.5,27.1,23.2,30.5,54.0,1.5,16.74,,,51,1
2024-07-25,20.5,26.8,22.8,36.1,62.6,2.3,18.3,,,53,1
2024-07-26,20.9,26.8,23.1,35.1,61.9,2.2,16.39,,,53,1
2024-07-27,20.8,27.4,23.2,34.7,62.6,0.6,17.38,,,51,1
2024-07-28,20.3,27.2,22.8,34.2,64.4,0.2,17.23,,,51,1
2024-07-29,20.6,28.3,23.3,30.1,56.9,3.7,18.7,,,55,1
2024-07-30,20.2,22.8,21.2,24.7,43.9,11.7,6.92,,,61,2
2024-07-31,20.0,26.3,22.0,21.8,41.8,10.6,14.2,,,63,2
2024-08-01,20.2,27.8,22.4,26.3,47.2,3.4,17.82,,,53,1
2024-08-02,20.2,26.7,22.6,25.9,50.0,4.3,14.93,,,53,1
2024-08-03,19.4,27.4,22.2,25.6,45.7,7.6,16.26,,,63,2
2024-08-04,19.7,28.1,23.2,21.7,41.8,2.0,22.45,,,53,1
2024-08-05,19.1,27.7,22.7,15.6,30.2,1.2,17.09,,,55,1
2024-08-06,20.0,25.3,22.2,15.3,29.2,8.6,12.82,,,61,2
2024-08-07,20.2,24.9,21.9,17.2,34.6,5.2,11.85,,,53,1
2024-08-08,19.5,27.1,22.3,17.4,33.1,16.1,17.68,,,63,2
2024-08-09,19.7,27.9,23.0,18.2,35.6,12.4,18.6,,,63,2
2024-08-10,20.3,26.5,22.8,16.6,31.7,19.2,14.81,,,63,2
2024-08-11,20.2,27.8,23.5,14.8,29.5,3.0,19.7,,,53,1
2024-08-12,20.2,28.8,24.0,13.7,27.4,2.4,21.86,,,53,1
2024-08-13,20.2,28.6,23.8,11.5,24.1,12.7,21.4,,,63,2
2024-08-14,20.3,28.5,24.4,11.2,22.3,1.5,22.73,,,51,1
2024-08-15,21.7,28.7,24.6,11.1,21.6,2.0,22.82,,,55,1
2024-08-16,20.4,28.6,23.8,11.6,22.7,13.3,18.18,,,63,2
2024-08-17,19.5,28.8,23.9,11.1,23.8,3.7,20.78,,,55,1
2024-08-18,19.1,29.0,24.0,7.6,17.6,0.1,21.86,,,51,1
2024-08-19,20.7,27.9,23.5,8.4,22.3,17.4,18.92,,,63,2
2024-08-20,19.9,28.7,23.4,15.1,25.9,19.7,21.02,,,65,2
2024-08-21,20.6,27.4,23.2,20.8,44.3,1.2,19.82,,,51,1
2024-08-22,19.6,27.4,23.1,26.7,47.2,0.4,18.96,,,51,1
2024-08-23,19.0,27.3,23.1,22.2,40.7,0.1,18.49,,,51,1
2024-08-24,19.6,27.3,22.7,26.1,48.6,3.8,18.26,,,61,2
2024-08-25,19.8,27.1,22.6,28.1,50.4,0.9,17.59,,,51,1
2024-08-26,19.4,28.1,22.9,27.7,50.8,1.2,19.28,,,51,1
2024-08-27,19.7,26.7,22.7,23.0,42.5,1.7,13.71,,,53,1
2024-08-28,19.6,26.6,22.3,23.4,41.8,1.4,11.7,,,53,1
2024-08-29,19.3,27.1,21.8,23.4,43.2,9.4,15.39,,,63,2
2024-08-30,19.7,25.8,21.8,20.9,41.4,3.9,13.22,,,53,1
2024-08-31,19.6,23.8,21.5,22.4,40.7,4.6,8.8,,,53,1
2024-09-01,20.1,26.9,22.3,26.6,52.9,5.3,13.93,,,61,2
2024-09-02,20.4,27.4,22.8,20.5,42.8,4.1,19.73,,,55,1
2024-09-03,19.9,27.7,23.1,23.8,43.2,1.4,18.72,,,51,1
2024-09-04,19.7,27.8,23.1,25.2,51.1,0.5,18.6,,,51,1
2024-09-05,19.8,27.7,23.2,22.1,43.2,0.5,18.04,,,51,1
2024-09-06,19.8,27.1,22.8,21.3,41.0,1.6,15.39,,,51,1
2024-09-07,19.6,27.6,22.4,21.7,41.0,11.9,15.59,,,63,2
2024-09-08,20.2,25.7,22.2,23.4,42.5,2.6,10.99,,,53,1
2024-09-09,20.2,28.4,22.8,25.7,47.5,6.0,15.49,,,63,2
2024-09-10,19.8,28.4,23.3,29.9,52.6,1.9,21.25,,,51,1
2024-09-11,19.5,28.7,23.3,22.9,45.0,0.7,20.42,,,51,1
2024-09-12,19.4,29.1,23.3,22.1,41.4,0.7,20.29,,,51,1
2024-09-13,18.5,28.4,23.1,20.8,38.5,0.0,20.62,,,3,0
2024-09-14,18.7,28.4,23.1,20.9,39.2,0.9,22.13,,,51,1
2024-09-15,18.4,28.4,23.3,18.6,37.1,0.6,22.96,,,51,1
2024-09-16,17.5,28.4,22.8,22.6,42.8,0.7,22.91,,,51,1
2024-09-17,18.6,28.2,23.0,20.4,42.5,0.4,22.01,,,51,1
2024-09-18,17.9,28.4,23.0,16.8,34.6,0.0,26.67,,,3,0
2024-09-19,17.4,28.8,22.9,18.4,29.9,0.6,24.54,,,51,1
2024-09-20,19.6,28.8,23.8,13.3,29.9,0.1,23.68,,,51,1
2024-09-21,19.1,29.2,24.0,18.6,38.2,0.1,21.61,,,51,1
2024-09-22,19.5,29.0,24.0,19.3,37.8,1.4,19.45,,,55,1
2024-09-23,20.0,29.3,23.5,20.0,37.1,5.3,18.12,,,63,2
2024-09-24,20.5,28.5,23.0,23.5,45.4,4.4,14.81,,,61,2
2024-09-25,20.3,28.7,23.3,23.4,42.8,2.5,17.13,,,55,1
2024-09-26,19.5,28.8,23.6,19.5,36.0,0.6,17.82,,,51,1
2024-09-27,19.4,28.7,23.3,16.8,31.7,1.5,19.09,,,53,1
2024-09-28,19.6,28.5,23.2,15.4,25.9,3.0,19.98,,,53,1
2024-09-29,20.3,28.5,24.0,12.1,24.8,5.5,20.4,,,61,2
2024-09-30,20.4,30.1,24.5,13.6,25.6,0.1,23.16,,,51,1
2024-10-01,19.7,30.6,24.8,10.6,24.5,0.4,22.67,,,51,1
2024-10-02,20.3,29.8,24.1,14.6,29.9,9.8,22.17,,,63,2
2024-10-03,19.9,28.3,23.3,15.5,32.0,4.2,19.48,,,63,2
2024-10-04,19.8,28.5,23.5,12.3,27.7,7.2,19.36,,,63,2
2024-10-05,20.0,26.8,22.4,14.3,28.4,11.3,12.77,,,61,2
2024-10-06,19.6,27.3,23.2,11.4,24.8,0.5,15.96,,,51,1
2024-10-07,19.1,28.9,23.0,23.5,43.2,0.9,21.4,,,53,1
2024-10-08,19.9,27.8,23.2,13.4,24.1,10.7,15.39,,,63,2
2024-10-09,20.2,28.0,23.2,14.4,29.9,5.2,21.66,,,63,2
2024-10-10,19.8,27.5,22.8,17.5,32.8,6.5,19.2,,,63,2
2024-10-11,19.8,27.8,22.8,17.3,31.3,4.9,18.95,,,61,2
2024-10-12,20.3,28.1,23.2,15.3,34.2,7.2,17.47,,,63,2
2024-10-13,20.3,27.8,23.2,19.7,37.1,1.8,18.13,,,51,1
2024-10-14,19.3,23.4,21.0,13.7,28.4,14.4,5.38,,,63,2
2024-10-15,19.8,23.1,21.2,15.9,31.7,31.5,7.49,,,63,2
2024-10-16,19.2,22.9,20.7,11.6,27.0,13.3,7.72,,,63,2
2024-10-17,19.8,27.0,22.8,14.7,30.6,0.8,18.46,,,51,1
2024-10-18,19.5,27.6,22.2,18.5,33.1,8.4,15.65,,,65,2
2024-10-19,18.9,24.7,21.4,10.1,18.7,8.5,12.0,,,61,2
2024-10-20,19.3,26.3,21.7,11.7,25.2,21.1,12.85,,,63,2
2024-10-21,19.6,26.8,22.2,10.2,25.6,17.8,15.6,,,63,2
2024-10-22,18.3,27.5,21.9,11.9,28.8,27.3,18.8,,,65,2
2024-10-23,19.2,27.5,22.4,10.4,21.2,20.1,20.57,,,65,2
2024-10-24,19.0,26.2,21.9,6.2,18.0,1.1,15.49,,,51,1
2024-10-25,17.3,27.0,21.9,8.7,19.1,0.0,20.99,,,3,0
2024-10-26,17.0,26.6,21.6,13.2,27.4,0.0,22.04,,,3,0
2024-10-27,15.5,26.7,21.1,11.0,22.3,0.0,20.97,,,2,0
2024-10-28,16.5,27.1,21.9,9.0,18.7,0.0,22.15,,,3,0
2024-10-29,17.5,27.6,22.5,9.7,19.8,0.4,21.14,,,51,1
2024-10-30,17.8,27.3,22.3,7.5,15.8,1.1,20.21,,,51,1
2024-10-31,18.3,27.8,22.5,10.0,16.9,4.0,18.03,,,63,2
2024-11-01,19.7,26.8,22.2,9.6,19.8,8.2,17.18,,,63,2
2024-11-02,18.8,27.6,22.1,19.9,37.1,1.2,19.45,,,51,1
2024-11-03,19.5,27.7,22.3,17.6,34.2,0.7,18.34,,,51,1
2024-11-04,19.5,27.0,22.3,14.8,31.0,1.0,19.05,,,51,1
2024-11-05,17.1,27.0,21.9,13.6,28.8,0.0,19.74,,,3,0
2024-11-06,16.3,27.7,22.2,16.5,29.9,0.1,20.19,,,51,1
2024-11-07,19.0,27.4,22.5,19.9,40.3,1.3,17.47,,,51,1
2024-11-08,18.2,28.9,22.8,17.2,34.9,0.0,22.18,,,3,0
2024-11-09,18.0,27.7,22.2,17.2,33.8,0.0,20.92,,,3,0
2024-11-10,17.4,26.9,21.9,16.4,33.5,0.4,20.43,,,51,1
2024-11-11,17.2,27.8,22.2,16.9,34.6,0.0,21.95,,,3,0
2024-11-12,18.9,27.0,22.2,18.4,36.4,0.9,11.94,,,51,1
2024-11-13,19.8,26.9,22.3,17.4,42.1,9.9,13.4,,,63,2
2024-11-14,19.8,25.7,21.9,16.2,41.8,6.0,13.36,,,63,2
2024-11-15,19.9,26.9,22.0,15.4,37.4,10.0,14.72,,,63,2
2024-11-16,19.6,26.3,22.0,17.2,43.9,3.4,16.64,,,55,1
2024-11-17,19.8,27.3,22.7,14.1,36.0,0.5,17.84,,,51,1
2024-11-18,18.9,26.8,22.3,14.9,38.5,0.1,17.59,,,51,1
2024-11-19,18.5,27.3,22.2,13.6,33.5,0.0,18.93,,,3,0
2024-11-20,17.5,28.0,22.0,12.4,33.5,0.0,20.13,,,3,0
2024-11-21,17.2,27.5,22.0,12.2,26.6,0.0,16.93,,,3,0
2024-11-22,16.3,27.9,21.8,12.1,29.9,0.0,21.52,,,3,0
2024-11-23,16.7,28.6,22.3,11.0,27.7,0.0,20.03,,,3,0
2024-11-24,17.3,29.1,22.9,12.4,31.0,0.0,20.95,,,3,0
2024-11-25,17.1,27.7,22.1,11.3,31.7,0.0,18.23,,,3,0
2024-11-26,18.1,26.2,21.6,18.0,43.6,0.0,14.03,,,3,0
2024-11-27,18.9,26.4,21.7,19.9,48.6,0.0,14.39,,,3,0
2024-11-28,17.5,26.9,21.4,16.6,42.1,0.0,20.65,,,3,0
2024-11-29,18.2,25.4,21.6,20.9,51.8,0.8,13.82,,,51,1
2024-11-30,19.0,23.6,21.0,20.7,50.0,0.3,5.26,,,51,1
2024-12-01,19.9,24.5,21.4,22.3,52.6,8.0,7.26,,,63,2
2024-12-02,20.4,23.2,21.2,18.0,40.0,35.0,4.16,,,63,2
2024-12-03,20.0,26.0,22.2,13.7,31.3,4.7,13.59,,,63,2
2024-12-04,18.7,25.8,21.9,15.7,37.8,0.0,16.82,,,3,0
2024-12-05,19.8,26.1,22.2,11.1,29.5,0.8,17.09,,,51,1
2024-12-06,19.4,26.7,22.5,12.1,27.4,0.0,20.21,,,3,0
2024-12-07,19.2,27.0,22.2,11.3,27.7,0.6,19.31,,,51,1
2024-12-08,18.4,26.7,22.0,10.6,26.3,0.0,20.12,,,3,0
2024-12-09,18.3,27.5,22.4,10.3,26.6,0.1,19.57,,,51,1
2024-12-10,18.5,27.9,22.5,12.4,33.5,0.0,18.95,,,3,0
2024-12-11,18.3,26.4,21.9,16.4,41.8,0.0,15.8,,,3,0
2024-12-12,19.0,22.0,20.2,15.5,35.6,21.2,4.03,,,63,2
2024-12-13,19.6,24.4,21.2,18.6,42.5,1.3,9.08,,,53,1
2024-12-14,17.6,26.1,21.2,18.2,43.9,0.0,20.12,,,3,0
2024-12-15,15.0,24.3,19.3,13.3,34.2,0.0,20.27,,,3,0
2024-12-16,15.1,24.8,19.2,11.4,28.8,0.0,20.91,,,3,0
2024-12-17,14.5,27.1,20.4,10.7,28.1,0.0,20.35,,,3,0
2024-12-18,17.0,25.9,21.6,12.3,33.8,0.3,15.8,,,51,1
2024-12-19,19.1,28.0,22.8,10.9,30.6,0.3,16.45,,,51,1
2024-12-20,18.7,27.8,22.8,12.6,33.8,0.1,13.82,,,51,1
2024-12-21,18.0,29.0,23.1,9.9,24.5,0.0,18.5,,,3,0
2024-12-22,17.8,28.1,22.8,11.5,25.9,0.0,16.26,,,3,0
2024-12-23,18.3,27.0,22.4,10.0,28.4,0.0,14.63,,,3,0
2024-12-24,17.6,27.2,22.3,11.5,27.0,0.0,15.4,,,3,0
2024-12-25,17.2,27.8,22.2,11.0,31.0,0.0,14.62,,,3,0
2024-12-26,18.4,26.2,22.1,17.5,45.0,3.6,15.47,,,55,1
2024-12-27,18.5,25.3,21.1,19.0,46.1,1.7,14.1,,,51,1
2024-12-28,17.5,26.1,21.1,15.5,36.4,0.0,19.44,,,3,0
2024-12-29,16.8,26.8,21.3,14.3,35.3,0.0,19.72,,,3,0
2024-12-30,16.7,25.7,21.2,14.4,36.4,0.0,13.01,,,3,0
2024-12-31,17.0,27.5,21.6,15.8,41.8,0.0,20.93,,,3,0
2025-01-01,15.9,26.5,20.9,14.7,40.7,0.0,20.78,,,3,0
2025-01-02,16.2,26.3,20.5,14.2,38.9,0.0,20.79,,,3,0
2025-01-03,16.3,25.8,20.2,15.9,41.0,0.0,20.59,,,3,0
2025-01-04,14.2,25.7,19.7,12.5,35.3,0.0,20.84,,,3,0
2025-01-05,14.9,26.4,20.2,11.6,28.1,0.0,20.58,,,3,0
2025-01-06,15.7,26.2,20.4,11.9,26.6,0.0,21.45,,,3,0
2025-01-07,15.3,27.3,21.3,10.2,27.4,0.0,20.99,,,3,0
2025-01-08,16.4,27.1,21.0,12.6,32.0,0.0,21.66,,,3,0
2025-01-09,14.6,25.8,19.8,16.7,41.4,0.0,20.68,,,3,0
2025-01-10,15.9,26.8,20.8,14.7,38.5,0.0,18.07,,,3,0
2025-01-11,17.7,27.7,21.7,13.7,33.1,0.0,17.72,,,3,0
2025-01-12,17.1,28.6,21.8,14.7,34.2,0.0,18.51,,,3,0
2025-01-13,19.0,28.1,22.4,14.5,39.6,0.8,17.02,,,51,1
2025-01-14,18.5,27.5,22.1,16.2,41.0,0.1,16.84,,,51,1
2025-01-15,16.8,25.5,20.4,15.7,38.9,0.2,13.36,,,51,1
2025-01-16,16.0,26.6,20.8,17.7,42.5,0.0,20.47,,,3,0
2025-01-17,16.2,26.7,20.7,14.8,39.2,0.0,21.32,,,3,0
2025-01-18,15.8,27.2,21.1,14.2,39.6,0.0,20.4,,,3,0
2025-01-19,18.2,22.9,19.9,15.6,38.9,6.0,6.71,,,61,2
2025-01-20,17.8,27.2,21.6,11.5,31.7,0.0,21.91,,,3,0
2025-01-21,15.6,27.8,20.9,11.6,33.1,0.0,22.23,,,3,0
2025-01-22,15.4,28.6,21.5,13.8,36.4,0.0,21.69,,,3,0
2025-01-23,16.6,29.6,22.4,13.0,34.9,0.0,21.71,,,3,0
2025-01-24,16.3,27.6,21.3,12.1,34.2,0.0,22.53,,,3,0
2025-01-25,14.9,29.0,21.4,13.9,34.9,0.0,22.63,,,3,0
2025-01-26,15.1,29.1,21.8,15.9,42.8,0.0,23.42,,,3,0
2025-01-27,14.9,28.2,21.3,12.0,34.9,0.0,23.21,,,3,0
2025-01-28,15.5,28.1,21.3,11.2,31.0,0.0,22.34,,,3,0
2025-01-29,15.1,29.4,21.9,12.5,35.6,0.0,22.39,,,3,0
2025-01-30,16.0,29.3,22.4,10.5,27.4,0.0,22.34,,,3,0
2025-01-31,18.4,30.4,24.2,10.9,31.0,0.0,22.5,,,3,0
