date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,windspeed_10m_max,windgusts_10m_max,weathercode,shortwave_radiation_sum
2022-10-06,25.6,19.1,21.4,5.5,16.8,34.6,63,13.97
2022-10-07,26.8,17.7,21.7,1.1,14.5,29.5,51,19.45
2022-10-08,27.0,16.4,22.1,0.1,11.3,21.2,51,20.22
2022-10-09,26.1,18.7,21.6,15.9,13.8,26.3,63,12.87
2022-10-10,26.8,19.2,21.9,9.7,9.4,20.9,63,15.22
2022-10-11,25.9,19.6,22.1,6.5,13.9,27.7,61,16.28
2022-10-12,26.0,18.7,21.4,23.6,10.8,22.7,65,14.88
2022-10-13,26.3,18.6,21.8,21.9,9.8,20.2,63,17.39
2022-10-14,26.4,18.9,21.8,8.2,10.3,18.7,61,16.13
2022-10-15,27.4,18.7,22.3,7.8,13.8,25.9,63,20.0
2022-10-16,26.5,18.8,22.0,17.1,13.8,27.7,63,16.39
2022-10-17,27.3,19.4,22.2,2.7,16.2,33.5,61,19.63
2022-10-18,26.4,18.9,21.8,2.9,9.7,20.5,55,15.26
2022-10-19,27.1,18.1,21.9,6.5,7.2,20.5,63,18.15
2022-10-20,26.8,18.1,21.6,10.7,15.3,33.5,65,19.35
2022-10-21,27.0,18.1,21.6,2.7,18.9,38.2,53,18.58
2022-10-22,26.8,17.4,21.5,0.0,16.8,31.7,3,23.13
2022-10-23,25.7,16.0,20.4,0.0,13.6,27.4,3,24.1
2022-10-24,25.0,14.9,19.5,0.0,15.7,30.6,3,24.6
2022-10-25,25.0,13.7,19.6,0.0,10.7,24.5,3,24.76
2022-10-26,25.6,14.5,20.1,0.0,10.3,22.7,2,23.95
2022-10-27,27.1,15.3,20.7,0.0,12.4,25.6,3,23.22
2022-10-28,25.9,17.2,20.9,0.3,15.5,31.0,51,17.23
2022-10-29,25.9,18.1,21.5,1.0,19.0,35.3,51,18.15
2022-10-30,25.9,18.4,21.3,1.5,17.6,32.4,51,16.11
2022-10-31,26.4,17.6,21.2,0.0,16.5,33.1,3,21.21
2022-11-01,24.5,17.1,20.0,14.0,16.4,35.3,63,12.15
2022-11-02,23.6,17.5,19.8,9.9,19.4,37.1,63,9.09
2022-11-03,25.2,18.6,21.3,0.3,19.1,36.4,51,17.64
2022-11-04,26.7,18.8,21.9,1.3,20.0,36.4,53,19.35
2022-11-05,26.8,19.0,21.9,0.5,18.7,35.3,51,20.11
2022-11-06,26.1,17.7,21.4,0.4,18.5,34.6,51,18.53
2022-11-07,26.2,17.1,20.9,0.0,15.2,30.6,3,22.54
2022-11-08,27.1,17.1,21.4,0.0,15.9,31.7,3,20.86
2022-11-09,26.9,16.2,21.0,0.0,13.9,28.8,3,22.89
2022-11-10,27.1,16.5,21.2,0.3,17.7,32.4,51,20.81
2022-11-11,21.8,17.9,19.4,20.5,23.9,42.5,63,6.09
2022-11-12,23.1,18.6,20.5,3.0,26.8,48.2,53,8.97
2022-11-13,24.5,18.6,20.9,2.0,23.6,43.6,53,11.13
2022-11-14,26.5,18.3,21.4,1.5,16.3,31.3,51,18.12
2022-11-15,25.8,18.2,21.4,1.5,12.6,23.4,51,18.14
2022-11-16,26.7,18.0,21.6,0.0,11.2,25.2,3,20.87
2022-11-17,25.9,14.8,19.9,0.0,13.0,27.0,3,22.78
2022-11-18,25.7,13.3,19.1,0.0,14.3,29.5,3,21.97
2022-11-19,25.3,13.0,18.8,0.0,16.8,33.8,3,22.69
2022-11-20,24.6,12.9,18.5,0.0,13.4,28.4,3,18.98
2022-11-21,24.9,13.8,19.2,0.1,13.8,29.2,51,17.16
2022-11-22,24.7,16.6,20.0,1.8,15.6,28.4,53,10.3
2022-11-23,24.1,18.4,20.3,8.3,8.3,22.0,61,8.55
2022-11-24,26.3,19.2,21.1,3.7,16.4,31.3,61,9.97
2022-11-25,26.6,18.2,21.6,0.4,15.3,30.2,51,17.04
2022-11-26,27.3,18.0,21.6,0.0,11.5,25.9,3,18.99
2022-11-27,26.7,18.5,22.0,0.8,11.5,20.9,51,17.36
2022-11-28,27.3,18.7,22.3,0.9,9.1,19.4,51,18.58
2022-11-29,27.2,18.1,22.0,0.1,12.6,26.3,51,19.66
2022-11-30,26.0,15.8,20.1,0.0,12.3,25.6,3,21.24
2022-12-01,26.3,16.6,21.0,0.7,17.7,32.0,51,13.54
2022-12-02,26.9,18.9,22.3,0.0,14.2,30.2,3,17.5
2022-12-03,27.3,18.4,22.1,0.3,17.7,35.3,51,18.22
2022-12-04,27.7,19.2,22.6,0.0,17.2,35.3,3,19.35
2022-12-05,27.2,17.1,21.7,0.0,20.8,40.0,3,16.64
2022-12-06,27.1,17.8,21.8,0.0,14.4,29.5,3,19.68
2022-12-07,27.0,16.4,20.4,0.0,16.5,32.8,3,17.38
2022-12-08,25.6,15.9,20.6,0.2,18.4,36.4,51,15.21
2022-12-09,20.4,15.8,18.0,3.4,21.6,39.6,61,6.85
2022-12-10,18.5,16.6,17.7,32.5,25.8,44.6,63,2.61
2022-12-11,21.8,17.8,19.5,4.5,14.8,25.2,61,6.82
2022-12-12,23.8,18.4,20.6,4.0,17.8,35.3,55,13.37
2022-12-13,24.5,18.9,20.6,7.0,20.3,40.0,63,15.58
2022-12-14,25.0,17.7,20.6,0.1,21.3,39.6,51,17.15
2022-12-15,25.6,15.7,20.0,0.0,14.8,29.9,3,21.21
2022-12-16,25.9,15.2,19.8,0.0,16.6,32.0,3,21.0
2022-12-17,26.1,15.2,20.1,0.0,18.8,36.0,3,20.26
2022-12-18,26.0,16.5,20.6,0.0,21.0,39.6,3,17.33
2022-12-19,24.6,16.6,19.9,0.1,17.1,34.2,51,20.78
2022-12-20,26.3,14.8,19.7,0.0,16.4,31.7,3,20.8
2022-12-21,25.7,14.8,19.3,0.0,16.2,32.0,3,20.88
2022-12-22,25.7,14.3,19.1,0.0,19.2,37.1,3,21.27
2022-12-23,26.4,13.3,19.3,0.0,14.5,28.1,3,21.35
2022-12-24,26.7,12.9,19.3,0.0,15.3,28.8,3,21.16
2022-12-25,25.5,16.1,20.2,1.5,21.2,38.5,51,11.97
2022-12-26,26.4,19.0,21.6,0.8,19.6,37.1,51,14.87
2022-12-27,26.6,18.7,21.6,1.4,19.7,36.7,51,14.81
2022-12-28,26.9,18.5,21.9,0.0,14.2,29.5,3,17.84
2022-12-29,27.4,16.5,21.0,0.0,14.1,29.2,3,20.49
2022-12-30,27.1,15.8,20.7,0.0,13.9,28.1,3,21.19
2022-12-31,27.1,14.8,20.2,0.0,10.4,25.2,3,21.41
2023-01-01,27.4,14.9,20.7,0.0,16.0,28.1,3,21.1
2023-01-02,26.7,15.5,20.5,0.0,16.2,33.5,2,21.23
2023-01-03,26.4,14.9,20.0,0.0,14.1,29.9,3,20.4
2023-01-04,26.3,16.0,20.3,0.0,17.0,31.7,3,21.13
2023-01-05,25.1,15.7,20.0,0.1,20.4,39.2,51,14.5
2023-01-06,26.8,14.9,19.7,0.0,22.9,44.3,3,19.58
2023-01-07,26.5,15.3,20.3,0.0,18.1,36.7,3,17.93
2023-01-08,26.6,15.8,20.2,0.0,15.0,30.6,3,19.95
2023-01-09,26.1,14.4,19.0,0.0,14.4,27.7,3,22.26
2023-01-10,26.6,12.6,18.4,0.0,17.1,34.9,3,22.44
2023-01-11,27.2,11.9,18.6,0.0,14.7,31.3,3,22.47
2023-01-12,28.2,12.7,19.6,0.0,13.5,29.9,3,22.55
2023-01-13,28.4,12.2,19.7,0.0,14.1,25.6,3,22.11
2023-01-14,29.0,13.3,19.9,0.0,13.9,24.1,3,22.49
2023-01-15,28.4,11.9,19.7,0.0,14.2,24.5,3,22.83
2023-01-16,28.9,12.4,20.1,0.0,17.0,28.1,3,22.4
2023-01-17,28.5,14.0,20.0,0.0,16.0,28.1,3,22.54
2023-01-18,27.4,13.5,19.2,0.0,14.8,28.4,3,21.6
2023-01-19,27.1,13.6,19.3,0.0,14.2,29.2,3,22.68
2023-01-20,26.5,13.5,19.4,0.0,16.7,31.3,3,21.78
2023-01-21,26.5,16.6,20.9,0.0,16.6,31.0,3,20.72
2023-01-22,26.7,14.7,20.2,0.0,17.9,36.0,3,21.13
2023-01-23,27.4,14.8,20.4,0.0,16.6,31.3,3,17.68
2023-01-24,27.8,17.8,21.8,0.0,17.6,32.4,3,19.22
2023-01-25,27.8,16.0,20.7,0.0,16.7,30.2,3,22.31
2023-01-26,27.7,15.0,20.4,0.0,16.5,28.4,3,22.5
2023-01-27,28.2,15.2,20.6,0.0,14.4,28.4,3,22.7
2023-01-28,27.8,13.8,20.1,0.0,16.6,34.9,3,23.28
2023-01-29,27.7,13.5,20.4,0.0,22.8,44.6,3,22.88
2023-01-30,27.1,17.0,21.4,2.3,15.0,30.6,55,16.61
2023-01-31,29.0,17.5,22.1,0.0,19.7,39.6,3,21.38
2023-02-01,28.4,15.7,21.6,0.0,20.5,41.0,3,22.43
2023-02-02,29.0,17.2,22.1,0.0,26.0,47.5,3,19.79
2023-02-03,26.5,16.4,21.5,0.0,23.2,44.3,3,14.21
2023-02-04,29.1,17.0,22.5,0.0,20.6,40.0,3,22.1
2023-02-05,30.0,16.5,22.6,0.0,16.4,34.2,3,23.49
2023-02-06,29.3,15.8,22.1,0.0,15.5,32.0,3,22.99
2023-02-07,29.7,15.9,22.5,0.0,10.5,20.5,3,23.29
2023-02-08,30.9,16.9,23.4,0.0,15.9,32.0,3,23.68
2023-02-09,30.2,16.9,23.0,0.0,15.9,34.6,3,23.92
2023-02-10,30.1,16.2,22.6,0.0,18.2,37.8,3,24.15
2023-02-11,30.2,14.8,22.3,0.0,15.6,33.8,3,24.48
2023-02-12,30.9,16.0,22.9,0.0,17.7,37.1,3,24.35
2023-02-13,30.5,16.4,23.0,0.0,21.1,41.4,1,24.59
2023-02-14,30.5,15.6,22.4,0.0,14.0,31.7,0,25.11
2023-02-15,30.6,14.7,22.5,0.0,16.9,35.6,0,25.21
2023-02-16,30.5,15.6,22.7,0.0,19.5,38.9,1,25.16
2023-02-17,30.3,15.4,22.6,0.0,18.1,37.4,0,25.23
2023-02-18,30.2,14.7,22.5,0.0,13.9,31.7,0,24.97
2023-02-19,29.8,15.3,22.5,0.0,13.8,28.1,0,24.75
2023-02-20,29.9,16.4,22.8,0.0,14.5,25.2,0,24.85
2023-02-21,31.0,16.8,23.4,0.0,16.6,32.4,0,25.29
2023-02-22,31.1,16.6,23.5,0.0,15.7,34.6,2,25.46
2023-02-23,30.9,15.1,22.6,0.0,20.3,41.0,0,26.18
2023-02-24,31.4,14.1,22.4,0.0,16.9,35.6,0,26.37
2023-02-25,31.6,15.4,23.5,0.0,21.1,41.4,0,26.04
2023-02-26,30.5,16.4,23.0,0.0,21.3,42.1,0,26.09
2023-02-27,29.8,13.9,21.7,0.0,21.0,41.8,2,26.2
2023-02-28,30.7,14.2,22.1,0.0,22.0,41.8,3,22.89
2023-03-01,30.0,18.1,23.4,0.0,20.4,41.4,3,20.45
2023-03-02,30.0,15.1,22.5,0.0,24.2,47.2,3,25.97
2023-03-03,30.9,14.9,22.8,0.0,26.8,51.1,1,26.17
2023-03-04,30.9,16.1,23.4,0.0,25.9,49.3,0,26.01
2023-03-05,31.3,17.1,23.9,0.0,21.1,42.1,0,25.85
2023-03-06,31.2,16.8,23.8,0.0,23.1,45.4,3,26.11
2023-03-07,30.9,16.0,23.5,0.0,23.4,44.6,3,23.25
2023-03-08,30.8,16.2,23.6,0.0,22.1,43.6,3,25.57
2023-03-09,30.4,16.0,23.2,0.0,20.2,38.2,3,24.19
2023-03-10,30.4,16.4,23.1,0.0,19.8,40.3,3,24.79
2023-03-11,31.3,15.6,23.6,0.0,22.1,43.9,0,26.52
2023-03-12,31.2,15.3,23.4,0.0,19.2,36.7,3,25.62
2023-03-13,31.7,17.5,24.7,0.0,16.6,34.2,3,24.83
2023-03-14,32.7,17.9,25.5,0.0,18.5,34.6,3,24.33
2023-03-15,32.5,18.2,25.4,0.0,17.1,31.7,3,22.53
2023-03-16,30.6,20.0,24.3,1.2,12.6,28.8,51,20.8
2023-03-17,29.4,19.2,22.9,3.9,20.3,35.3,61,21.8
2023-03-18,30.0,18.9,23.1,12.4,16.7,33.8,63,22.67
2023-03-19,30.4,17.6,23.0,6.7,17.3,37.1,63,22.54
2023-03-20,31.4,17.0,23.6,0.0,21.6,42.5,3,24.66
2023-03-21,31.3,18.0,23.9,0.0,11.9,27.4,3,26.67
2023-03-22,31.6,18.1,24.8,0.0,10.8,20.5,3,24.37
2023-03-23,33.6,19.2,25.9,0.0,11.4,26.3,3,24.77
2023-03-24,33.0,19.9,26.2,0.0,14.1,27.0,3,23.84
2023-03-25,30.8,19.6,24.6,1.3,14.4,37.4,51,20.9
2023-03-26,30.9,20.7,25.7,0.4,10.7,23.8,51,22.04
2023-03-27,35.5,20.1,26.9,0.0,18.4,32.4,3,24.12
2023-03-28,34.7,20.4,27.1,0.0,12.9,23.4,3,25.86
2023-03-29,32.3,21.2,25.7,5.7,12.2,29.2,61,21.4
2023-03-30,32.1,20.9,25.6,0.6,18.7,32.0,51,18.98
2023-03-31,31.4,19.7,25.6,0.2,13.7,26.6,51,22.26
2023-04-01,29.7,21.4,25.1,1.5,15.0,31.0,53,18.72
2023-04-02,33.7,20.1,26.3,0.0,12.3,28.4,3,24.27
2023-04-03,32.9,19.7,26.1,0.0,15.6,28.8,2,23.4
2023-04-04,31.1,20.8,24.3,0.6,16.3,34.2,51,17.28
2023-04-05,32.4,19.0,25.9,0.0,14.0,23.4,3,23.62
2023-04-06,31.2,20.6,25.8,0.2,14.4,26.6,51,23.03
2023-04-07,32.1,20.3,25.8,0.0,16.8,33.5,1,26.24
2023-04-08,32.1,19.4,25.5,0.0,19.9,38.9,3,26.75
2023-04-09,32.4,18.2,25.2,0.0,13.6,29.2,2,26.88
2023-04-10,32.9,19.4,26.2,0.0,21.1,37.8,3,26.29
2023-04-11,33.6,18.7,26.3,0.0,14.6,32.8,3,27.49
2023-04-12,34.6,18.5,26.6,0.0,19.2,38.5,0,27.63
2023-04-13,35.1,18.8,27.1,0.0,20.5,41.0,1,27.4
2023-04-14,35.2,20.0,27.4,0.0,21.7,39.6,3,27.06
2023-04-15,34.0,19.6,26.9,0.0,18.8,36.7,3,24.41
2023-04-16,34.2,19.5,26.9,0.0,15.0,33.1,1,27.59
2023-04-17,34.6,19.5,27.2,0.0,17.1,35.6,3,27.39
2023-04-18,34.9,20.5,27.9,0.0,17.0,36.0,1,27.35
2023-04-19,35.5,21.0,28.0,0.0,15.8,33.1,0,27.1
2023-04-20,34.9,20.6,28.1,0.0,10.4,27.0,3,25.66
2023-04-21,33.8,21.3,27.6,0.0,8.8,24.5,3,24.49
2023-04-22,33.3,21.0,27.4,0.0,10.1,20.2,3,23.64
2023-04-23,33.3,21.3,27.1,0.0,13.4,28.4,3,22.72
2023-04-24,33.8,21.5,27.1,0.1,17.6,29.5,51,24.15
2023-04-25,32.1,22.0,26.2,2.1,15.8,31.3,55,21.12
2023-04-26,33.1,21.0,26.2,0.8,14.4,36.4,51,23.93
2023-04-27,33.6,21.0,26.9,0.1,16.4,32.8,51,25.47
2023-04-28,32.7,21.2,26.8,0.3,16.6,36.0,51,24.3
2023-04-29,31.7,20.8,24.9,4.5,18.2,40.7,61,21.23
2023-04-30,31.8,20.2,24.7,17.8,11.4,28.4,65,19.04
2023-05-01,29.5,19.4,23.2,3.8,13.7,29.5,53,20.87
2023-05-02,29.5,20.5,23.8,2.5,10.2,19.4,53,19.49
2023-05-03,26.9,19.7,22.8,5.2,14.6,27.4,61,10.46
2023-05-04,28.6,19.8,24.1,1.0,18.4,32.4,51,20.8
2023-05-05,27.7,19.9,23.5,0.7,11.4,30.6,51,11.49
2023-05-06,29.7,20.4,23.8,8.7,11.5,25.9,61,19.56
2023-05-07,26.1,20.0,23.1,4.1,14.8,29.5,53,9.81
2023-05-08,29.3,21.0,23.7,19.8,9.6,28.4,65,18.71
2023-05-09,31.0,19.1,24.6,9.6,13.1,30.6,63,24.92
2023-05-10,32.0,19.4,25.6,0.0,11.8,25.9,3,25.44
2023-05-11,32.6,20.3,25.3,6.7,12.0,44.3,63,23.2
2023-05-12,31.7,20.9,25.9,0.2,15.1,25.6,51,23.79
2023-05-13,30.8,21.5,25.3,2.1,18.1,35.6,61,22.29
2023-05-14,32.4,20.4,26.1,0.0,19.2,37.8,3,24.58
2023-05-15,32.9,21.1,26.2,0.0,16.7,31.3,3,25.29
2023-05-16,32.9,19.7,26.3,0.0,11.9,27.0,2,25.14
2023-05-17,32.6,21.9,27.4,0.0,11.0,25.2,3,23.89
2023-05-18,34.1,21.5,27.7,0.1,12.3,22.7,51,23.98
2023-05-19,34.2,21.6,27.6,0.0,19.3,32.0,3,24.66
2023-05-20,33.3,21.1,26.6,0.1,14.0,28.4,51,21.83
2023-05-21,31.5,21.7,24.7,7.3,13.1,27.0,63,20.44
2023-05-22,31.5,20.3,24.9,1.6,11.4,26.3,55,22.31
2023-05-23,32.3,19.8,25.5,1.0,11.3,27.0,53,22.35
2023-05-24,31.7,21.0,25.3,6.6,14.5,40.0,63,21.73
2023-05-25,31.3,20.8,25.2,1.4,18.2,35.6,55,23.59
2023-05-26,31.2,20.7,25.1,0.0,15.9,30.2,3,24.02
2023-05-27,31.3,20.4,25.4,0.5,12.9,27.7,51,23.62
2023-05-28,32.3,21.0,26.3,0.0,11.5,26.6,3,23.05
2023-05-29,32.6,21.4,26.6,1.8,13.6,36.0,55,22.06
2023-05-30,30.0,21.4,24.0,36.6,16.5,32.4,63,18.79
2023-05-31,30.6,21.2,24.4,20.3,9.9,23.4,65,21.94
2023-06-01,30.9,20.7,25.0,3.1,10.9,25.2,63,23.39
2023-06-02,30.2,20.8,25.1,0.0,18.3,35.6,3,21.45
2023-06-03,31.5,20.9,25.7,0.4,16.9,29.5,51,24.31
2023-06-04,30.0,21.2,25.0,0.0,18.4,37.1,3,23.28
2023-06-05,30.7,20.9,25.6,0.1,16.7,32.8,51,22.55
2023-06-06,31.2,21.2,26.1,0.3,19.1,36.0,51,24.31
2023-06-07,31.5,21.2,26.0,0.0,16.5,33.1,3,24.3
2023-06-08,31.6,20.5,25.9,0.0,17.3,35.3,3,23.77
2023-06-09,31.3,20.2,24.9,5.5,20.3,40.0,63,22.22
2023-06-10,30.8,20.1,24.6,0.7,25.9,50.0,53,23.25
2023-06-11,30.8,20.5,24.9,0.2,23.1,43.6,51,21.27
2023-06-12,30.4,20.3,24.5,13.0,19.0,38.5,63,19.83
2023-06-13,30.8,20.0,24.5,1.8,19.1,37.4,61,23.86
2023-06-14,30.6,19.9,24.7,1.1,21.0,40.3,53,23.66
2023-06-15,31.6,19.9,25.4,0.0,17.7,34.6,3,24.79
2023-06-16,32.0,20.8,26.0,0.0,19.5,36.0,3,25.34
2023-06-17,31.3,19.9,25.2,0.2,17.8,35.3,51,22.02
2023-06-18,30.8,21.1,24.8,1.0,22.2,41.4,53,16.42
2023-06-19,28.3,20.5,24.0,2.4,18.1,33.1,53,10.76
2023-06-20,26.2,21.4,22.8,18.5,14.8,27.4,65,7.51
2023-06-21,29.3,20.3,23.9,13.6,12.5,33.1,65,16.75
2023-06-22,29.0,20.7,23.6,3.7,17.9,34.6,63,15.58
2023-06-23,28.9,20.3,23.7,0.5,18.6,37.4,51,19.13
2023-06-24,28.1,20.3,23.4,3.6,23.4,44.3,61,15.35
2023-06-25,29.0,19.3,23.4,0.9,19.8,36.4,51,18.09
2023-06-26,28.7,20.2,23.6,0.2,22.0,40.3,51,17.5
2023-06-27,28.7,19.4,23.1,2.3,23.7,43.2,61,18.87
2023-06-28,28.8,19.8,23.7,2.4,23.7,45.0,61,18.54
2023-06-29,28.7,19.5,23.4,9.1,27.0,49.0,63,19.01
2023-06-30,29.8,20.0,24.2,1.7,24.6,45.4,53,21.27
2023-07-01,29.3,19.8,24.5,0.7,19.4,37.8,53,19.18
2023-07-02,28.8,20.5,23.8,4.7,22.0,42.8,61,16.59
2023-07-03,28.9,20.3,23.1,8.3,23.6,49.0,63,17.1
2023-07-04,26.4,19.9,22.0,14.9,26.8,48.2,63,13.75
2023-07-05,26.5,20.0,21.8,12.3,31.5,58.3,63,14.03
2023-07-06,25.1,19.6,21.3,15.3,26.9,53.6,63,9.43
2023-07-07,26.6,19.4,22.3,4.9,28.0,51.1,61,16.73
2023-07-08,26.9,19.9,22.3,1.8,24.7,46.4,53,14.88
2023-07-09,27.9,20.1,22.8,4.6,20.5,38.9,63,14.75
2023-07-10,26.3,19.6,22.6,4.3,18.7,37.4,61,10.63
2023-07-11,26.0,19.9,22.4,0.7,18.4,36.0,51,14.36
2023-07-12,27.9,19.3,22.9,1.7,17.6,34.6,55,18.66
2023-07-13,25.4,19.5,21.9,6.2,21.1,40.7,61,15.41
2023-07-14,27.4,19.8,22.6,2.4,22.7,43.6,55,16.09
2023-07-15,28.0,19.3,23.2,0.6,23.6,44.3,51,19.46
