date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,windspeed_10m_max,windgusts_10m_max,weathercode,shortwave_radiation_sum
2023-07-16,27.6,19.6,23.3,1.3,18.6,35.6,51,17.39
2023-07-17,27.5,19.5,23.2,2.5,23.2,42.1,55,16.42
2023-07-18,27.9,20.3,23.5,0.8,31.0,56.9,51,22.76
2023-07-19,26.6,20.4,22.8,1.1,32.4,58.3,51,14.34
2023-07-20,27.2,20.3,23.0,1.6,39.3,69.8,53,18.09
2023-07-21,27.5,20.1,23.0,2.3,34.6,60.8,61,14.46
2023-07-22,25.6,20.5,22.3,8.4,31.4,59.4,61,12.46
2023-07-23,26.0,20.3,22.1,9.7,31.4,58.0,61,14.17
2023-07-24,25.6,19.7,21.5,12.7,30.0,56.5,63,12.46
2023-07-25,23.3,19.8,21.1,13.5,25.8,45.7,61,7.69
2023-07-26,23.2,19.3,20.8,19.3,25.6,45.7,63,8.05
2023-07-27,27.1,19.6,22.2,2.3,28.2,55.1,53,17.87
2023-07-28,28.1,18.9,22.8,1.5,29.3,51.8,53,18.4
2023-07-29,27.7,19.5,22.9,1.0,28.2,50.8,51,21.4
2023-07-30,27.9,18.5,23.0,0.7,26.8,49.0,51,21.13
2023-07-31,28.7,19.4,23.4,1.3,23.5,45.0,51,21.42
2023-08-01,28.2,19.7,23.4,0.4,27.2,51.5,51,21.29
2023-08-02,27.9,19.4,23.2,0.0,29.5,52.6,3,19.26
2023-08-03,27.9,19.6,23.4,1.0,28.8,50.4,51,20.8
2023-08-04,28.6,19.1,23.2,1.1,26.7,48.6,51,21.91
2023-08-05,28.6,19.3,23.6,1.2,23.5,41.8,51,21.02
2023-08-06,28.8,19.4,24.0,0.3,17.1,34.6,51,21.83
2023-08-07,29.0,19.5,23.8,0.9,18.5,34.9,51,19.58
2023-08-08,28.8,19.1,23.3,0.6,17.5,34.2,51,20.42
2023-08-09,29.0,19.2,23.8,1.1,15.0,31.7,51,21.15
2023-08-10,28.7,19.8,23.9,0.5,13.7,28.4,51,21.09
2023-08-11,28.3,20.2,24.3,0.6,15.0,30.6,51,20.16
2023-08-12,29.7,20.1,24.6,0.3,18.2,36.7,51,24.07
2023-08-13,29.3,19.6,24.3,0.1,15.8,31.0,51,24.26
2023-08-14,29.1,20.5,24.4,0.4,15.0,31.0,51,23.35
2023-08-15,29.4,19.0,24.1,0.5,14.5,30.2,51,24.66
2023-08-16,30.8,19.1,24.7,0.0,15.5,31.3,3,25.84
2023-08-17,30.6,20.0,24.7,0.6,20.6,41.8,51,24.92
2023-08-18,30.0,19.7,24.3,1.1,23.0,43.9,51,21.09
2023-08-19,28.9,19.9,22.9,7.3,25.2,47.2,63,19.57
2023-08-20,30.0,19.3,24.2,0.8,19.3,38.2,51,23.76
2023-08-21,30.4,19.4,24.6,0.0,15.8,31.3,2,25.28
2023-08-22,30.7,20.3,24.9,0.8,12.1,25.9,51,24.01
2023-08-23,30.5,20.4,25.1,0.0,11.7,27.0,3,24.54
2023-08-24,30.5,20.0,24.8,0.0,13.4,29.2,3,24.57
2023-08-25,30.9,19.7,24.9,0.0,13.9,29.2,3,25.38
2023-08-26,30.9,19.9,24.4,3.8,16.2,31.0,63,23.9
2023-08-27,30.5,20.5,25.0,0.1,11.9,27.7,51,21.3
2023-08-28,31.3,20.4,25.6,0.0,15.2,33.1,3,25.73
2023-08-29,31.0,20.8,25.3,0.7,16.1,35.3,53,23.37
2023-08-30,31.3,19.9,24.8,12.5,15.5,33.8,63,25.18
2023-08-31,28.7,19.8,23.8,8.8,10.4,23.0,61,18.86
2023-09-01,30.2,19.9,24.3,9.2,13.7,25.6,63,23.0
2023-09-02,29.1,20.2,23.4,11.8,19.6,33.8,63,20.76
2023-09-03,28.2,19.9,23.6,0.0,15.8,32.8,3,19.02
2023-09-04,26.8,20.2,22.7,1.2,26.6,48.6,51,16.21
2023-09-05,25.8,19.5,22.1,1.5,20.2,37.8,61,9.16
2023-09-06,28.1,20.3,23.2,1.3,19.9,36.4,51,18.55
2023-09-07,28.7,20.3,23.3,4.7,19.5,39.6,63,18.04
2023-09-08,28.1,20.2,23.3,2.1,23.9,46.8,53,18.76
2023-09-09,29.0,19.7,23.6,1.1,21.7,41.0,51,19.56
2023-09-10,28.6,19.4,23.7,2.0,23.4,41.4,61,19.42
2023-09-11,27.5,19.5,23.3,1.6,20.4,38.9,53,18.06
2023-09-12,28.8,20.0,23.6,2.5,22.5,42.8,53,21.18
2023-09-13,28.9,19.1,23.0,4.1,21.7,38.9,61,21.79
2023-09-14,28.7,19.1,22.9,0.6,19.9,38.9,51,19.21
2023-09-15,28.7,19.7,23.0,3.5,22.3,43.9,55,18.44
2023-09-16,28.5,20.0,23.5,5.8,25.4,48.2,63,17.8
2023-09-17,26.8,19.9,22.4,7.5,18.8,41.0,63,15.47
2023-09-18,28.8,19.4,22.7,4.8,25.8,44.6,61,19.36
2023-09-19,28.7,19.7,23.4,1.0,17.3,33.8,51,23.48
2023-09-20,28.7,19.1,23.3,0.3,17.8,33.5,51,21.41
2023-09-21,27.0,19.6,23.2,0.2,11.7,24.1,51,14.63
2023-09-22,28.6,19.5,23.1,6.2,16.3,44.6,63,22.11
2023-09-23,29.0,19.9,23.6,6.5,12.8,27.4,63,22.58
2023-09-24,27.0,19.9,23.0,7.5,18.4,35.3,63,16.29
2023-09-25,26.9,19.5,22.8,1.1,19.6,35.3,53,18.08
2023-09-26,28.4,19.4,23.3,1.8,14.9,29.5,53,21.71
2023-09-27,27.9,19.7,23.0,11.5,18.4,35.3,63,20.29
2023-09-28,27.1,19.0,21.9,9.4,19.7,37.1,63,16.38
2023-09-29,27.5,19.8,22.4,5.7,24.0,45.4,63,15.83
2023-09-30,28.1,19.4,22.9,2.7,25.7,48.6,55,21.15
2023-10-01,27.5,20.2,23.0,1.1,26.6,49.0,51,14.96
2023-10-02,28.0,19.8,23.5,0.3,23.1,43.2,51,22.14
2023-10-03,28.1,19.1,23.1,0.1,13.6,29.5,51,23.26
2023-10-04,28.1,19.0,23.4,0.4,10.3,24.1,51,22.29
2023-10-05,27.4,19.7,23.5,2.2,13.0,21.6,51,21.96
2023-10-06,29.5,20.1,24.5,1.5,9.7,18.7,51,21.89
2023-10-07,29.2,20.0,24.2,0.8,11.2,20.9,51,22.43
2023-10-08,29.7,20.2,23.8,14.4,12.0,23.4,63,19.88
2023-10-09,27.8,19.2,22.8,19.3,12.2,25.6,63,16.57
2023-10-10,28.6,19.4,23.3,1.9,9.2,24.1,61,19.9
2023-10-11,29.2,19.7,24.0,1.0,10.0,23.8,51,21.86
2023-10-12,29.9,19.8,24.0,0.3,13.7,28.1,51,23.33
2023-10-13,29.3,18.4,23.3,0.0,14.5,29.5,3,24.84
2023-10-14,29.2,18.4,23.7,0.0,12.6,28.4,3,23.84
2023-10-15,30.7,19.2,24.2,0.0,14.4,33.1,3,21.18
2023-10-16,29.9,20.8,24.3,0.4,19.1,36.4,51,21.16
2023-10-17,29.9,20.4,24.5,0.3,15.5,28.4,51,22.5
2023-10-18,30.3,19.1,24.2,0.0,16.7,34.2,3,23.19
2023-10-19,30.7,17.5,24.0,0.0,16.9,34.2,3,23.85
2023-10-20,31.0,18.8,24.6,0.0,17.4,35.6,3,23.79
2023-10-21,31.4,19.8,25.0,0.0,20.0,38.9,3,22.83
2023-10-22,31.6,19.0,24.9,0.0,13.8,29.5,3,22.31
2023-10-23,30.3,18.3,23.9,0.0,13.7,30.2,3,24.17
2023-10-24,29.8,16.9,23.4,0.0,11.5,24.5,3,24.52
2023-10-25,29.9,17.1,23.4,0.0,14.5,25.2,3,24.12
2023-10-26,30.0,16.5,23.7,0.0,13.8,25.9,3,23.83
2023-10-27,30.7,18.5,24.3,0.0,15.4,32.0,3,22.29
2023-10-28,30.8,20.2,25.0,0.0,15.9,31.3,3,21.33
2023-10-29,29.4,20.2,23.4,6.1,17.0,36.7,61,20.21
2023-10-30,28.7,19.4,23.2,4.1,18.5,40.0,61,18.3
2023-10-31,28.7,19.5,22.8,1.4,16.9,32.8,53,17.0
2023-11-01,29.3,18.8,23.5,1.3,13.7,28.8,53,18.14
2023-11-02,29.5,18.3,23.2,0.6,17.8,36.7,51,18.11
2023-11-03,29.9,20.6,23.6,2.0,17.8,37.4,55,20.48
2023-11-04,28.0,19.6,22.6,4.8,19.0,34.9,61,15.36
2023-11-05,27.8,19.3,22.2,22.6,13.1,26.3,63,14.32
2023-11-06,27.7,18.9,22.4,26.6,9.4,30.2,65,18.58
2023-11-07,27.0,18.8,22.0,9.2,16.3,28.4,63,14.79
2023-11-08,27.4,20.0,22.4,13.2,13.6,26.6,65,18.37
2023-11-09,27.1,19.6,22.2,6.4,17.3,37.4,63,16.2
2023-11-10,27.2,19.5,22.8,0.9,18.4,33.8,51,17.97
2023-11-11,28.0,16.8,21.9,0.0,18.5,35.6,3,22.43
2023-11-12,27.6,15.8,21.3,0.0,21.3,40.7,3,22.06
2023-11-13,27.1,15.9,21.4,0.0,21.4,40.3,3,22.02
2023-11-14,24.1,17.9,20.7,0.7,19.1,35.3,51,8.94
2023-11-15,27.4,18.2,22.0,1.0,15.6,31.3,53,16.62
2023-11-16,28.7,18.3,23.2,0.0,15.0,30.6,3,17.91
2023-11-17,29.7,18.9,23.4,0.0,15.7,32.8,3,19.09
2023-11-18,29.4,18.9,23.6,0.0,16.2,32.4,3,21.71
2023-11-19,29.2,17.2,22.7,0.0,19.4,37.8,3,19.87
2023-11-20,28.7,17.3,22.2,0.1,18.9,37.8,51,17.71
2023-11-21,28.4,18.9,22.7,3.5,19.7,37.4,55,17.54
2023-11-22,28.2,19.8,22.9,1.7,14.0,34.6,53,14.8
2023-11-23,27.1,19.6,22.1,5.4,16.7,34.2,63,14.46
2023-11-24,27.1,19.4,22.2,3.7,18.5,34.9,63,15.8
2023-11-25,27.4,19.4,22.4,1.5,22.0,41.4,53,17.26
2023-11-26,26.7,18.7,22.0,0.6,23.8,44.3,51,16.4
2023-11-27,26.4,19.4,22.3,1.9,19.3,36.7,53,15.8
2023-11-28,27.6,19.3,22.6,0.7,16.3,31.7,51,17.54
2023-11-29,28.2,19.7,22.5,0.5,19.8,38.2,51,16.8
2023-11-30,27.8,18.4,22.3,0.2,19.9,37.1,51,17.49
2023-12-01,28.0,19.2,22.1,2.9,17.1,32.8,55,16.02
2023-12-02,28.2,17.3,21.9,1.2,21.6,39.6,55,17.42
2023-12-03,26.4,19.6,22.0,2.8,25.6,47.5,61,12.9
2023-12-04,24.0,19.7,21.5,0.0,27.0,48.2,3,6.43
2023-12-05,28.5,18.4,22.7,0.0,18.4,34.9,3,15.72
2023-12-06,28.4,17.0,22.5,0.0,9.4,22.3,3,20.68
2023-12-07,28.8,18.4,23.2,0.1,13.9,24.1,51,17.77
2023-12-08,28.3,19.7,22.9,1.9,14.0,28.4,53,14.61
2023-12-09,27.1,19.9,22.7,1.9,14.4,28.1,51,15.79
2023-12-10,28.2,18.9,22.9,0.0,14.6,30.6,3,16.03
2023-12-11,27.7,18.2,22.6,0.2,14.9,29.9,51,16.07
2023-12-12,28.1,18.4,22.2,0.0,15.2,27.7,3,19.59
2023-12-13,26.5,16.3,20.7,0.0,16.0,33.5,3,20.78
2023-12-14,26.2,16.7,21.1,0.0,18.3,34.9,3,19.3
2023-12-15,28.3,16.4,21.6,0.0,16.3,29.9,3,17.74
2023-12-16,28.6,18.7,22.5,0.7,19.5,39.2,51,16.62
2023-12-17,26.5,18.2,21.5,0.2,21.5,40.3,51,11.76
2023-12-18,26.5,18.4,21.4,0.0,21.6,39.6,3,16.21
2023-12-19,26.9,17.8,21.2,0.0,17.9,36.0,3,18.08
2023-12-20,26.9,17.0,21.1,0.0,17.9,33.5,3,15.57
2023-12-21,28.5,16.9,21.7,0.0,14.8,29.2,3,19.85
2023-12-22,28.4,17.7,22.2,0.0,14.0,27.4,3,20.45
2023-12-23,28.3,16.2,20.9,0.0,13.8,27.4,3,20.82
2023-12-24,28.8,14.0,20.8,0.0,17.9,31.7,3,20.23
2023-12-25,28.5,17.4,21.9,0.0,20.5,39.2,3,19.44
2023-12-26,27.9,14.4,20.7,0.0,19.1,37.4,3,21.72
2023-12-27,28.1,14.9,20.5,0.0,19.9,39.2,3,21.53
2023-12-28,27.9,15.4,21.0,0.0,18.9,37.1,3,19.94
2023-12-29,27.8,16.6,21.4,0.0,20.2,39.2,3,19.12
2023-12-30,27.8,17.3,21.5,0.0,15.6,31.3,3,20.74
2023-12-31,27.9,16.7,21.1,0.0,16.4,31.7,3,20.97
2024-01-01,28.4,16.6,21.7,0.0,19.1,32.4,3,20.84
2024-01-02,27.5,18.1,21.9,0.0,18.8,32.0,3,17.92
2024-01-03,27.3,16.4,21.5,0.0,16.9,29.2,3,18.0
2024-01-04,25.4,18.1,21.3,2.7,17.7,32.0,61,9.77
2024-01-05,26.9,18.6,22.4,0.2,16.2,27.7,51,16.81
2024-01-06,28.7,19.2,22.8,1.2,17.3,31.7,51,19.0
2024-01-07,27.8,17.0,22.0,0.0,18.1,36.0,3,19.63
2024-01-08,23.5,18.4,20.3,2.4,21.2,37.8,53,5.48
2024-01-09,26.5,18.8,21.6,1.0,25.3,45.0,51,16.83
2024-01-10,24.9,17.1,20.8,0.0,19.1,36.7,3,11.4
2024-01-11,27.8,17.0,21.4,0.0,17.7,34.9,3,20.47
2024-01-12,27.3,15.5,20.8,0.0,23.4,44.3,3,21.33
2024-01-13,28.4,15.8,21.2,0.0,15.2,32.4,3,19.48
2024-01-14,28.4,16.8,21.7,0.0,16.5,34.2,3,21.26
2024-01-15,28.1,15.5,21.4,0.0,14.0,28.1,3,21.85
2024-01-16,28.2,15.6,21.5,0.0,15.5,25.9,3,21.91
2024-01-17,28.3,15.8,21.7,0.0,16.5,27.4,3,21.94
2024-01-18,28.9,16.6,22.2,0.0,14.4,25.2,3,21.39
2024-01-19,29.4,17.4,22.8,0.0,18.7,32.0,3,21.11
2024-01-20,29.1,16.5,22.4,0.0,18.1,33.1,3,20.24
2024-01-21,29.2,17.0,22.8,0.0,15.3,29.2,3,22.03
2024-01-22,29.2,17.0,23.0,0.0,18.3,30.6,3,21.97
2024-01-23,29.1,16.9,22.7,0.0,16.6,28.1,3,22.19
2024-01-24,29.7,17.3,22.9,0.0,15.4,27.7,3,21.04
2024-01-25,28.5,17.6,23.1,0.0,17.5,29.2,3,17.84
2024-01-26,28.2,16.8,21.9,0.0,19.1,37.8,3,22.8
2024-01-27,28.3,16.1,21.6,0.0,18.4,37.4,3,22.68
2024-01-28,28.4,15.9,21.6,0.0,15.7,33.1,3,21.5
2024-01-29,28.2,16.6,21.6,0.0,16.8,29.5,3,23.01
2024-01-30,29.2,15.1,21.7,0.0,15.1,25.2,3,22.86
2024-01-31,29.5,16.8,22.8,0.0,16.2,27.7,3,22.75
2024-02-01,30.0,18.3,23.4,0.0,14.9,24.1,3,22.83
2024-02-02,30.5,18.9,23.8,0.0,13.9,25.6,3,21.78
2024-02-03,30.4,19.3,24.3,0.0,19.5,32.8,3,19.82
2024-02-04,29.6,17.9,23.2,0.0,18.8,35.3,3,23.06
2024-02-05,30.6,16.6,23.1,0.0,15.4,31.3,2,23.57
2024-02-06,32.1,15.7,23.6,0.0,18.6,37.8,0,23.75
2024-02-07,32.5,16.7,24.3,0.0,18.6,37.4,0,23.94
2024-02-08,32.9,17.0,24.8,0.0,17.7,36.7,3,24.04
2024-02-09,32.2,17.0,24.5,0.0,17.5,33.5,3,23.91
2024-02-10,30.8,17.0,23.4,0.0,19.5,37.8,3,23.88
2024-02-11,30.4,17.3,23.1,0.0,18.6,38.2,3,23.94
2024-02-12,30.8,15.8,22.7,0.0,18.4,37.8,3,24.54
2024-02-13,30.6,16.4,23.1,0.0,17.3,33.1,3,24.19
2024-02-14,30.7,17.9,23.8,0.0,18.2,34.2,3,23.26
2024-02-15,30.7,16.9,23.5,0.0,18.4,37.4,3,24.45
2024-02-16,29.8,16.6,22.9,0.0,20.7,40.3,3,24.19
2024-02-17,31.3,17.0,24.0,0.0,19.3,33.1,2,24.69
2024-02-18,32.1,17.5,24.7,0.0,20.0,33.5,3,24.61
2024-02-19,31.0,17.2,24.3,0.0,19.0,34.9,3,23.97
2024-02-20,31.6,18.8,25.3,0.0,18.6,32.4,3,24.56
2024-02-21,32.0,19.7,25.6,0.0,13.1,27.7,2,23.22
2024-02-22,32.4,19.3,25.7,0.0,9.9,24.8,3,24.33
2024-02-23,32.7,18.4,25.5,0.0,12.6,23.8,3,25.01
2024-02-24,31.7,19.4,25.8,0.0,16.1,27.4,3,20.39
2024-02-25,32.1,20.1,25.5,0.0,21.4,36.4,3,24.04
2024-02-26,31.2,17.8,23.9,0.0,22.1,42.8,3,24.31
2024-02-27,31.1,17.9,24.1,0.0,19.3,35.3,3,24.64
2024-02-28,32.6,17.2,24.7,0.0,18.1,35.3,3,25.84
2024-02-29,32.2,16.3,24.4,0.0,19.9,40.0,3,26.0
2024-03-01,32.3,16.7,24.5,0.0,18.9,38.9,3,25.59
2024-03-02,32.5,17.5,25.0,0.0,18.9,38.9,3,25.21
2024-03-03,32.7,18.3,25.4,0.0,17.1,29.9,3,25.37
2024-03-04,34.4,18.9,26.6,0.0,17.4,28.8,3,25.5
2024-03-05,34.2,18.8,26.7,0.0,20.8,36.0,3,25.7
2024-03-06,34.5,19.9,27.1,0.0,20.0,33.5,3,23.89
2024-03-07,34.4,19.9,27.2,0.0,15.5,26.3,3,25.53
2024-03-08,33.5,20.8,26.9,0.0,14.8,28.8,3,21.92
2024-03-09,33.4,20.4,27.6,0.0,17.8,35.3,3,19.87
2024-03-10,33.2,22.2,27.5,0.0,22.5,38.5,3,18.07
2024-03-11,33.8,20.7,27.3,0.0,19.6,35.6,3,21.81
2024-03-12,34.1,20.2,27.2,0.0,16.8,29.5,3,25.51
2024-03-13,34.5,21.7,27.9,0.0,16.8,31.7,3,21.82
2024-03-14,34.1,21.7,27.8,0.0,15.8,31.0,3,24.51
2024-03-15,34.7,21.8,28.6,0.0,19.6,33.1,3,20.88
2024-03-16,35.5,22.6,28.3,0.0,17.8,34.6,3,25.08
2024-03-17,34.5,20.5,27.3,0.0,19.4,34.2,2,24.45
2024-03-18,34.8,20.0,27.2,0.0,15.6,31.7,3,24.29
2024-03-19,34.4,20.7,27.3,0.0,20.3,36.4,3,24.24
2024-03-20,35.2,20.1,27.3,0.0,18.8,33.1,3,25.43
2024-03-21,32.6,20.0,25.8,0.0,19.6,33.1,3,22.28
2024-03-22,34.1,19.9,26.7,0.0,18.8,33.1,2,25.11
2024-03-23,34.5,19.4,27.2,0.0,18.8,34.2,2,26.42
2024-03-24,35.0,19.6,27.5,0.0,17.2,36.0,3,26.77
2024-03-25,35.5,19.2,27.5,0.0,20.0,38.2,1,25.68
2024-03-26,35.4,19.9,27.5,0.0,19.9,40.0,2,26.78
2024-03-27,34.9,18.8,26.9,0.0,19.5,40.3,1,27.17
2024-03-28,35.2,19.8,27.6,0.0,16.3,34.9,3,26.76
2024-03-29,35.9,21.3,28.4,0.0,18.8,39.6,3,26.26
2024-03-30,35.7,20.7,28.2,0.0,20.2,39.2,3,27.02
2024-03-31,35.4,20.1,27.5,0.0,15.2,32.4,3,26.93
2024-04-01,36.0,20.4,28.0,0.0,13.5,24.8,2,26.63
2024-04-02,36.8,22.6,29.2,0.0,17.9,31.0,3,26.4
2024-04-03,36.6,21.7,28.9,0.0,18.1,34.9,1,27.0
2024-04-04,36.4,22.0,29.0,0.0,14.7,33.8,3,27.35
2024-04-05,37.5,22.2,29.4,0.0,20.0,39.2,3,26.91
2024-04-06,37.4,21.4,29.7,0.0,20.5,42.1,3,26.99
2024-04-07,37.0,22.3,29.5,0.0,17.9,36.0,3,27.18
2024-04-08,37.0,21.6,29.3,0.0,20.3,36.7,3,27.33
2024-04-09,35.3,21.4,28.3,0.0,18.2,34.6,3,27.23
2024-04-10,35.5,20.7,28.2,0.0,18.1,34.9,3,27.34
2024-04-11,35.7,20.5,28.4,0.0,22.3,38.9,3,27.01
2024-04-12,34.7,21.8,27.6,0.1,21.4,37.8,51,22.81
2024-04-13,34.9,21.3,27.8,0.0,27.1,46.4,3,25.05
2024-04-14,35.3,20.7,28.0,0.0,19.1,38.5,3,26.87
2024-04-15,35.9,20.7,28.3,0.0,20.6,39.2,3,27.2
2024-04-16,36.2,19.9,28.5,0.0,18.6,36.4,3,27.04
2024-04-17,37.5,22.6,29.6,0.0,16.0,31.3,3,25.61
2024-04-18,37.7,22.8,30.4,0.0,17.1,32.4,3,24.35
2024-04-19,38.0,24.0,30.9,0.0,16.3,34.6,3,25.37
2024-04-20,37.2,23.8,30.3,0.0,16.6,34.2,3,22.95
2024-04-21,37.1,22.8,30.2,0.0,16.8,35.3,3,25.37
2024-04-22,37.7,23.0,30.2,0.0,20.2,37.8,3,26.18
2024-04-23,37.2,22.1,29.8,0.0,18.9,38.9,3,27.29
